"rk","name","pos","age","team_abbr","g","gs","mp","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","e_fg_percent","ft","fta","ft_percent","orb","drb","trb","ast","stl","blk","tov","pf","pts","id","player_image","team_logo"
458,"P.J. Washington","PF",25,"CHA",17,12,537,93,214,0.435,34,104,0.327,59,110,0.536,0.514,25,35,0.714,21,71,92,40,11,16,26,46,245,"4278078","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278078.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/cha.png"
459,"TyTy Washington Jr.","PG",22,"MIL",2,0,6,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,NA,0,1,1,0,1,0,2,0,3,"4683749","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683749.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mil.png"
460,"Yuta Watanabe","SF",29,"PHO",15,0,269,24,66,0.364,19,52,0.365,5,14,0.357,0.508,9,13,0.692,9,26,35,8,6,6,13,25,76,"3133838","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3133838.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/pho.png"
461,"Lindy Waters III","SG",26,"OKC",8,0,62,8,18,0.444,7,17,0.412,1,1,1,0.639,0,0,NA,1,5,6,5,0,1,0,4,23,"4066317","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066317.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png"
462,"Trendon Watford","PF",23,"BKN",13,0,184,37,70,0.529,5,13,0.385,32,57,0.561,0.564,9,10,0.9,16,33,49,23,7,3,16,28,88,"4431675","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431675.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bkn.png"
463,"Peyton Watson","SF",21,"DEN",19,0,285,37,73,0.507,4,19,0.211,33,54,0.611,0.534,8,16,0.5,8,28,36,14,10,19,11,27,86,"4576087","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4576087.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/den.png"
464,"Victor Wembanyama","PF",20,"SAS",18,18,540,129,295,0.437,26,96,0.271,103,199,0.518,0.481,63,76,0.829,38,136,174,46,24,49,63,46,347,"5104157","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5104157.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sas.png"
465,"Blake Wesley","SG",20,"SAS",5,0,24,3,8,0.375,0,1,0,3,7,0.429,0.375,1,2,0.5,1,1,2,5,0,1,1,3,7,"4683935","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683935.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sas.png"
466,"Russell Westbrook","PG",35,"LAC",19,10,507,90,207,0.435,14,51,0.275,76,156,0.487,0.469,34,54,0.63,29,97,126,100,25,6,44,46,228,"3468","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png"
467,"Coby White","PG",23,"CHI",21,21,697,111,260,0.427,60,149,0.403,51,111,0.459,0.542,33,39,0.846,8,58,66,89,19,6,40,60,315,"4395651","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395651.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/chi.png"
468,"Derrick White","SG",29,"BOS",17,17,551,79,170,0.465,37,95,0.389,42,75,0.56,0.574,52,60,0.867,11,55,66,90,18,14,33,40,247,"3078576","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3078576.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bos.png"
469,"Cam Whitmore","SF",19,"HOU",5,0,32,7,15,0.467,1,5,0.2,6,10,0.6,0.5,5,10,0.5,1,7,8,2,1,0,2,2,20,"5105592","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5105592.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png"
470,"Aaron Wiggins","SG",25,"OKC",17,0,200,29,50,0.58,9,20,0.45,20,30,0.667,0.67,12,17,0.706,9,27,36,13,6,1,9,16,79,"4397183","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397183.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png"
471,"Andrew Wiggins","SF",28,"GSW",18,18,490,91,210,0.433,16,60,0.267,75,150,0.5,0.471,32,54,0.593,35,44,79,21,6,7,32,46,230,"3059319","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059319.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gsw.png"
472,"Lindell Wigginton","PG",25,"MIL",1,0,2,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,1,0,"4277887","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277887.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mil.png"
473,"Grant Williams","PF",25,"DAL",19,19,547,62,147,0.422,43,106,0.406,19,41,0.463,0.568,20,31,0.645,22,49,71,32,5,11,17,50,187,"4066218","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066218.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png"
474,"Jalen Williams","PF",22,"OKC",16,16,524,104,206,0.505,18,50,0.36,86,156,0.551,0.549,56,64,0.875,5,61,66,62,12,5,30,49,282,"4593803","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593803.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png"
475,"Jaylin Williams","C",21,"OKC",14,0,188,22,56,0.393,12,33,0.364,10,23,0.435,0.5,7,8,0.875,9,45,54,22,5,2,6,25,63,"4432823","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432823.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png"
476,"Jeenathan Williams","SG",24,"HOU",4,0,22,6,11,0.545,0,2,0,6,9,0.667,0.545,1,2,0.5,0,0,0,2,1,0,0,2,13,NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/NA.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png"
477,"Kenrich Williams","PF",29,"OKC",9,0,150,20,37,0.541,8,15,0.533,12,22,0.545,0.649,3,8,0.375,8,19,27,16,4,0,3,20,51,"3133626","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3133626.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/okc.png"
478,"Mark Williams","C",22,"CHA",18,18,488,96,147,0.653,0,0,NA,96,147,0.653,0.653,46,64,0.719,74,107,181,21,15,18,16,48,238,"4701232","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4701232.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/cha.png"
479,"Patrick Williams","PF",22,"CHI",21,11,518,62,152,0.408,21,66,0.318,41,86,0.477,0.477,24,32,0.75,22,59,81,26,21,19,24,32,169,"4431687","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431687.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/chi.png"
480,"Robert Williams","C",26,"POR",6,0,119,17,26,0.654,0,0,NA,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/NA.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png"
481,"Vince Williams Jr.","SG",23,"MEM",11,0,151,15,34,0.441,9,27,0.333,6,7,0.857,0.574,12,13,0.923,5,31,36,13,3,7,6,24,51,"4397227","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397227.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png"
482,"Ziaire Williams","SF",22,"MEM",17,8,380,52,133,0.391,23,65,0.354,29,68,0.426,0.477,21,24,0.875,12,65,77,23,9,5,23,34,148,"4433137","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433137.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png"
483,"Zion Williamson","PF",23,"NO",18,18,562,161,283,0.569,2,6,0.333,159,277,0.574,0.572,85,128,0.664,35,69,104,89,21,5,49,46,409,"4395628","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395628.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png"
484,"Jalen Wilson","PF",23,"BKN",2,0,7,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,0,1,0,0,0,"4431714","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431714.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/bkn.png"
485,"Dylan Windler","SF",27,"NYK",3,0,7,1,2,0.5,1,2,0.5,0,0,NA,0.75,0,0,NA,0,1,1,1,0,0,0,1,3,"3906786","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3906786.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/nyk.png"
486,"James Wiseman","C",22,"DET",10,0,111,24,37,0.649,0,1,0,24,36,0.667,0.649,6,11,0.545,10,22,32,3,1,3,8,18,54,"4432808","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432808.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/det.png"
487,"Christian Wood","PF",28,"LAL",21,1,425,51,115,0.443,14,52,0.269,37,63,0.587,0.504,31,45,0.689,18,105,123,17,4,12,27,37,147,"3058254","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3058254.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lal.png"
488,"Delon Wright","PG",31,"WAS",8,0,141,11,30,0.367,4,11,0.364,7,19,0.368,0.433,14,16,0.875,3,17,20,35,13,1,4,6,40,"3064447","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3064447.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/was.png"
489,"Thaddeus Young","PF",35,"TOR",3,0,10,2,4,0.5,0,0,NA,2,4,0.5,0.5,0,2,0,1,2,3,3,0,0,1,0,4,"3244","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3244.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/tor.png"
490,"Trae Young","PG",25,"ATL",18,18,648,146,357,0.409,55,156,0.353,91,201,0.453,0.486,140,162,0.864,12,40,52,192,29,0,68,27,487,"4277905","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277905.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/atl.png"
491,"Omer Yurtseven","C",25,"UTAH",14,5,170,28,51,0.549,3,13,0.231,25,38,0.658,0.578,6,8,0.75,21,45,66,12,3,7,10,20,65,"3074213","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3074213.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/utah.png"
492,"Cody Zeller","C",31,"NO",18,0,172,10,32,0.313,0,1,0,10,31,0.323,0.313,11,22,0.5,21,34,55,18,4,2,6,21,31,"2579258","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2579258.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png"
493,"Ivica Zubac","C",26,"LAC",19,19,490,94,150,0.627,0,0,NA,94,150,0.627,0.627,36,58,0.621,60,111,171,16,2,28,25,50,224,"4017837","https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4017837.png","https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png"
